Name,Price,District,Street,Czynsz,Area,Rooms,Building,Owner
Wyjątkowy Apartament W Cosmopolitan | 3 Sypialnie,33 000,Śródmieście,ul. Twarda,5 000,160,4,apartamentowiec,biuro nieruchomości
Apartament W Cosmopolitan | 2 Sypialnie | 160m2,35 000,Śródmieście,ul. Twarda,5 000,160,3,apartamentowiec,biuro nieruchomości
2-pokojowe mieszkanie na Marinie Mokotów,3 600,Wyględów,ul. Przejazd,850,"55,3",2,blok,biuro nieruchomości
Nowe mieszkanie 40m2 ul. Habicha,3 200,Ursus,,600,40,2,apartamentowiec,prywatny
"Grochów, 65 m2 - nowe/garaż/czynsz w cenie",4 200,Praga-Południe,ul. Grochowska 75,0,65,3,blok,prywatny
2 pokoje po generalnym remoncie-5 min. do Centrum,2 850,Stara Ochota,,0,38,2,blok,biuro nieruchomości
4pokojowy apartament przy Metrze Dworzec Wileński,5 500,Stara Praga,ul. Stefana Okrzei,0,84,4,blok,biuro nieruchomości
"Apartament 125m2, 3 pokoje śródmieście sniegockiej",13 500,Powiśle,ul. Cecylii Śniegockiej,0,125,3,apartamentowiec,biuro nieruchomości
Komfortowy trzy sypialniowy apartament na Bielanch,14 900,Bielany,,2 571,216,4,apartamentowiec,biuro nieruchomości
Ochota Korotyńskiego Słoneczny Skwer 2 pok 52m,3 200,Ochota,ul. Pruszkowska,650,52,2,apartamentowiec,biuro nieruchomości
Kawalerka Bemowo - BEZPOŚREDNIO,2 700,Bemowo,ul. Władysława Broniewskiego 77,200,27,1,blok,prywatny
Kawalerka / 15 minut do Centrum / Blisko 4 Parków,2 000,Wola,ul. Pustola,0,17,1,blok,prywatny
2-pok. mieszkanie z balkonem na Bielanach,2 200,Bielany,ul. Rodziny Połanieckich,850,40,2,Zapytaj,biuro nieruchomości
Apartament w sąsiedztwie Parku Szczęśliwickiego,7 500,Ochota,ul. Figiel,1 000,100,3,Zapytaj,biuro nieruchomości
Bliska Residence | nowa kawalerka M34,2 600,Praga-Południe,ul. Bliska,0,"20,24",1,Zapytaj,deweloper
2 pokoje z ogródkiem,2 400,Nowodwory,ul. Pasłęcka,800,36,2,blok,prywatny
Nowoczesnie wykończone 2 pok. Mokotów ul.Garażowa,3 100,Mokotów,ul. Garażowa,0,41,2,apartamentowiec,biuro nieruchomości
Studio 30m2 centrum metro ONZ i ratusz arsenał,3 199,Śródmieście Północne,ul. Elektoralna,500,30,1,kamienica,prywatny
3 pokoje Stare Włochy bezpośrednio 65 m.kw.,4 000,Stare Włochy,ul. Łamana,860,65,3,blok,prywatny
Elegancki apartment 270 m2 - najem Powiśle,36 000,Powiśle,,7 000,270,6,apartamentowiec,biuro nieruchomości
Новая 2-ком квартира на Бемовe,3 700,Bemowo,ul. Szeligowska 6,600,"45,5",2,Zapytaj,biuro nieruchomości
Mieszkanie trzypokojowe na Starym Żoliborzu,3 800,Stary Żoliborz,ul. Zygmunta Krasińskiego,776,56,3,kamienica,prywatny
"Baczyńskiego 48,6m2, 2 pokoje, bezpośrednio",6 500,Śródmieście Północne,,0,"48,6",2,apartamentowiec,prywatny
"Dwa pokoje, garaż, 800 m. od metra Bemowo 01",3 100,Bemowo,ul. gen. Tadeusza Pełczyńskiego,300,35,2,apartamentowiec,prywatny
Dobra Cena 2 Syp. 2 Łaz./ A Good Price 2Br|1Ba,5 000,Żoliborz,ul. Braci Załuskich,0,110,4,blok,biuro nieruchomości
"Mieszkanie, 83 m², Warszawa",8 000,Śródmieście Południowe,ul. Koszykowa,0,83,4,kamienica,biuro nieruchomości
Nowoczesny apartament z miejscem postojowym| 51 m2,4 700,Kamionek,ul. Żupnicza,700,51,2,blok,biuro nieruchomości
Wyjątkowa kamienica,4 000,Śródmieście,,400,35,1,kamienica,biuro nieruchomości
Unikatowy loft na Kamionku,6 500,Grochów,ul. Międzyborska,0,69,3,kamienica,biuro nieruchomości
Kawalerka na osiedlu Stacja Wola,3 500,Odolany,Gumińska,0,35,1,apartamentowiec,biuro nieruchomości
Przestronne dwa pokoje na kameralnym osiedlu,3 700,Ursynów,,950,70,2,apartamentowiec,biuro nieruchomości
"mieszkanie 37 m2 Marysin, po generalnym remoncie",2 500,Marysin Wawerski,ul. Kościuszkowców,300,37,2,blok,prywatny
Kawalerka metro Natolin,2 700,Natolin,,0,28,1,blok,biuro nieruchomości
Nowe 2-pok mieszkanie na Bemowie,3 700,Bemowo,ul. Szeligowska 6,560,"45,5",2,Zapytaj,biuro nieruchomości
"Mieszkanie 2 pokojowe, ŻOLIBORZ, ul. Ficowskiego 8",3 079,Żoliborz,Ficowskiego 8,0,"35,28",2,apartamentowiec,biuro nieruchomości
"Mieszkanie trzypokojowe z balkonem, Wola",4 000,Wola,"Danuty Siedzikówny ""Inki""",0,48,3,blok,biuro nieruchomości
2-pokojowe przy Stacji Metro Słodowiec,3 000,Żoliborz,park im. Stefana Żeromskiego,0,49,2,apartamentowiec,biuro nieruchomości
Trzypokojowe mieszkanie z widokiem,7 400,Czyste,ul. Siedmiogrodzka,0,74,3,apartamentowiec,biuro nieruchomości
Przytulna kawalerka na Saskiej Kępie z ogórdkiem,3 000,Grochów,ul. Rozłucka,500,25,1,blok,biuro nieruchomości
Elegancka kawalerka na wynajem na Powiślu,4 000,Powiśle,,440,28,1,apartamentowiec,biuro nieruchomości
Mieszkanie na wynajem na osiedlu Eko Park,8 200,Mokotów,,940,"81,65",3,apartamentowiec,biuro nieruchomości
Mieszkanie - Warszawa Bielany,6 000,Bielany,ul. Klaudyny,0,87,4,blok,biuro nieruchomości
dwa pokoje w budynku Murano!,3 300,Śródmieście,ul. Pokorna,750,"39,64",2,Zapytaj,biuro nieruchomości
"Stacja metra Kabaty,3 pokoje,umeblowane",4 300,Kabaty,al. Aleja Komisji Edukacji Narodowej,0,65,3,apartamentowiec,biuro nieruchomości
Kawalerka na Ochocie,2 700,Ochota,ul. Grójecka,0,36,1,apartamentowiec,biuro nieruchomości
Do wynajęcia mieszkanie 3 pokoje (80m) w przepiękn,6 500,Włochy,ul. Łuki Wielkie,1 250,80,3,Zapytaj,biuro nieruchomości
"Ursynów|Kabaty|116m2 4 pok|2parking|Basen,siłownia",6 000,Kabaty,ul. Ekologiczna,1 485,116,4,dom wolnostojący,biuro nieruchomości
"Mieszkanie w wysokim standardzie, BASEN, SAUNA",4 000,Wola,ul. Jana Kazimierza,600,37,2,apartamentowiec,biuro nieruchomości
"Wynajmę 3 pokojowe mieszkanie, 2 tarasy i parking",3 500,Białołęka,corellego 3,1 100,68,3,apartamentowiec,prywatny
NIE AKTUALNE !!! JUŻ W Y N A J Ę T E !!!!!,2 700,Stara Praga,ul. Jagiellońska 12,800,45,2,kamienica,prywatny
"Mieszkanie typu studio 51,5 m2, Ursynów",3 000,Ursynów,ul. Nowoursynowska,700,"51,5",1,blok,prywatny
Mieszkanie 3 pok - stacja metra Ursynów,3 950,Ursynów,,0,"74,1",3,blok,biuro nieruchomości
Mieszkanie - Warszawa Wola,5 200,Wola,ul. Działdowska,680,"66,75",2,Zapytaj,biuro nieruchomości
Mieszkanie - Warszawa Praga-Południe Saska Kępa,5 800,Saska Kępa,ul. Berezyńska,1 080,70,2,Zapytaj,biuro nieruchomości
3-комнатная современная квартира с парковкой,4 200,Bemowo,,800,64,3,apartamentowiec,biuro nieruchomości
"Bemowo, nowe, 3 pokoje, 56m2, umeblowane, garaż",4 500,Bemowo,ul. Batalionów Chłopskich,750,56,3,blok,prywatny
Dwupoziomowe mieszkanie na warszawskiej Białołęce!,2 900,Białołęka,ul. Przylesie 21a,600,79,2,blok,prywatny
Mieszkanie W Prestiżowej Lokalizacji Na Moktowie,7 200,Mokotów,,1 000,83,3,kamienica,biuro nieruchomości
Mieszkanie 2-pokojowe 4000 zł/mc 48 m2,4 000,Żoliborz,ul. Ludwika Rydygiera,600,48,2,apartamentowiec,prywatny
"Biały Kamień, 208m2, 5 pokoi, taras, Mokotów",22 000,Pole Mokotowskie,,0,208,5,apartamentowiec,biuro nieruchomości
Kawalerka do wynajecia,2 700,Praga-Północ,,0,34,1,blok,prywatny
Mieszkanie na Mokotowie 55m2 ; 2 pokoje,4 500,Mokotów,,0,55,2,blok,prywatny
88 m2 3 pokoje 2000 rok na nieuciążliwe biuro,6 000,Śródmieście,,0,88,3,apartamentowiec,biuro nieruchomości
Ochota 80 m2 na biuro w przedwojennej kamienicy,6 500,Stara Ochota,,0,80,3,kamienica,biuro nieruchomości
Kawalerka obok Am i Instytutu Fizyki,2 500,Ochota,ul. Stefana Banacha,0,"25,8",1,Zapytaj,biuro nieruchomości
Eleganckie tuż przy metrze,4 600,Wola,ul. Wolska,1 000,68,2,apartamentowiec,biuro nieruchomości
Mieszkanie - Warszawa Bemowo,2 300,Bemowo,ul. Edmunda Jana Osmańczyka,0,34,1,blok,biuro nieruchomości
"Trzy pokoje na Tarchominie , świeżo po remoncie",3 800,Białołęka,,500,62,3,blok,biuro nieruchomości
Wynajem - Warszawa / Kabaty / Wąwozowa z miejscem,2 600,Kabaty,ul. Wąwozowa 9,800,57,2,blok,prywatny
"Muranów - kawalerka z sypialnią, spokojny widok",2 000,Muranów,ul. gen. Władysława Andersa,450,"26,5",1,kamienica,biuro nieruchomości
"Dwupokojowe, narożne mieszkanie-Warszawa Sadyba",3 620,Mokotów,ul. Konstancińska,0,39,2,blok,biuro nieruchomości
Atrakcyjne mieszkanie na Mokotowie!120m2 4 pok,12 700,Mokotów,ul. Leszczyny,0,120,4,apartamentowiec,biuro nieruchomości
Mieszkanie na Powiślu,4 500,Powiśle,,1,60,2,kamienica,biuro nieruchomości
GARAŻ GRATIS * Bez prowizji,3 500,Włochy,al. Aleje Jerozolimskie 216,0,32,1,apartamentowiec,biuro nieruchomości
Nowoczesne blisko Centrum,7 400,Wola,ul. Siedmiogrodzka,0,74,3,apartamentowiec,biuro nieruchomości
LUKSUSOWY apartament w Centrum,16 000,Wola,ul. Grzybowska,0,80,3,apartamentowiec,biuro nieruchomości
Apartament Cosmopolitan 160 m2 *BEZ PROWIZJI*,40 000,Śródmieście,ul. Twarda,0,160,3,apartamentowiec,biuro nieruchomości
Aleja Wilanowska W Okolicy Galerii Mokotów,2 900,Mokotów,al. Aleja Wilanowska,0,35,1,apartamentowiec,biuro nieruchomości
Mieszkanie - Warszawa Wilanów,7 000,Wilanów,ul. Syta,0,85,3,Zapytaj,biuro nieruchomości
"Wygodne dwupokojowe na strzeżonym osiedlu, z balko",3 300,Wola,,4 000,45,2,Zapytaj,biuro nieruchomości
Tuż Przy Parku! Balkon!,3 500,Mokotów,,0,61,2,Zapytaj,biuro nieruchomości
"Apartament na 1,2 lub 3 miesiące, one month rent",3 530,Włochy,,460,27,1,apartamentowiec,biuro nieruchomości
Przestronna Kawalerka 200m od Arkadii,3 000,Śródmieście,ul. Kłopot,430,25,1,blok,biuro nieruchomości
Mieszkanie Bemowo Forty Bema,6 700,Aleja Obrońców Tobruku ,,0,130,3,apartamentowiec,biuro nieruchomości
Przepiękne 4 pokoje w sercu Powiśla!,17 000,Powiśle,ul. Leszczyńska,1 500,117,4,apartamentowiec,biuro nieruchomości
Оренда квартири Віланув|Mieszkanie na Wilanówie,4 000,Wilanów,ul. Sarmacka,750,"55,5",2,apartamentowiec,biuro nieruchomości
"2 pokoje z oddzielną, widną kuchnią przy metrze",5 800,Mokotów,al. Aleja Niepodległości,753,"56,6",2,kamienica,biuro nieruchomości
Mieszkanie na bliskiej Woli,2 500,Wola,ul. Płocka,0,28,1,blok,prywatny
Nowe mieszkanie na Mokotowie,6 500,Dolny Mokotów,,0,"68,16",3,apartamentowiec,prywatny
Nowa kawalerka w zamkniętym osiedlu z ogródkiem,2 500,Ochota,ul. Szybka,550,28,1,blok,prywatny
2 pokoje po remoncie obok Galerii Mokotów,3 500,Mokotów,al. Aleja Lotników,596,"38,2",2,blok,biuro nieruchomości
Dwupokojowe Mieszkanie Z Balkonem,2 800,Gocławek,ul. Króla Maciusia,0,36,2,blok,biuro nieruchomości
** Piękny apartament z tarasem na Wilanowie **,9 000,Wilanów,ul. Zaściankowa,0,80,4,apartamentowiec,biuro nieruchomości
"Melody Park 3 pokoje, loggia 23 m2 widok na park!",5 500,Mokotów,ul. Puławska,890,87,3,apartamentowiec,biuro nieruchomości
Okazja!Umeblowane 2 osobne pokoje od zaraz!,2 000,Jelonki,ul. mjr. Henryka Sucharskiego,0,"41,43",2,blok,biuro nieruchomości
3 pokoje/ 52 mkw/ Bielany/ul Reymonta,2 600,Bielany,al. Aleja Władysława Reymonta,0,52,3,blok,biuro nieruchomości
mieszkanie dwupokojowe przy ul. Skierniewickiej 21,4 000,Wola,ul. Skierniewicka 21,1,50,2,blok,prywatny
"Mokotów ul. Postępu, 2pok. 46 m garaż",4 000,Mokotów,ul. Postępu,0,46,2,blok,biuro nieruchomości
"3 pok. 87m,Bielany, osobna kuchnia,garaż, piwnica",3 500,Bielany,,1 125,87,3,apartamentowiec,biuro nieruchomości
"Nieumeblowane, Metro Plac Wilsona 2 łazienki",6 500,Żoliborz,ul. Józefa Sułkowskiego,1 062,"71,73",4,kamienica,biuro nieruchomości
"Mieszkanie, 3 pokoje, 57m2 , wynajem",2 500,Praga-Południe,ul. Opinogórska,0,57,3,Zapytaj,biuro nieruchomości
Mokotów | 163 m2 | Wygodny rodzinny dom,17 000,Mokotów,Cichy Potok,1 700,163,5,apartamentowiec,biuro nieruchomości
Przestronne 2 pokoje,2 500,Praga-Północ,,900,59,2,blok,biuro nieruchomości
NOWE SŁONECZNE mieszkanie 42 m2 z garażem,3 000,Białołęka,ul. Mariana Hemara,490,"42,27",2,blok,biuro nieruchomości
2 pokoje z loggią na Nowodworach,2 300,Nowodwory,ul. Strumykowa,0,40,2,blok,biuro nieruchomości
Stylowe 4 pokoje z widokiem na kopiec Cwila,4 900,Ursynów,ul. Ludwika Paszkiewicza,1 070,88,4,blok,biuro nieruchomości
⭐️2-pokojowe mieszkanie w idealnej lokalizacji⭐️,4 800,Śródmieście,ul. Polna,700,"68,2",2,blok,biuro nieruchomości
✅2-Pokojowe mieszkanie w dobrej lokalizacji✅,3 500,Śródmieście,al. Aleja Jana Chrystiana Szucha,0,52,2,blok,biuro nieruchomości
Żoliborz|Bieniewicka|Metro Plac Wilsona|50m2,5 000,Żoliborz,ul. Bieniewicka,630,50,2,kamienica,biuro nieruchomości
Nowe 3 pok wysoki standard Ochota,5 500,Ochota,ul. Szczęśliwicka,800,68,3,kamienica,biuro nieruchomości
3 Lux Pokoje ---- 15 min Metro Politechnika!,6 700,Saska Kępa,ul. Libijska,0,92,3,apartamentowiec,biuro nieruchomości
"Mieszkanie, 95 m², Warszawa",10 600,Pole Mokotowskie,ul. Jana Karola Chodkiewicza,0,95,3,apartamentowiec,biuro nieruchomości
Kawalerka w pobliżu Sgh,2 300,Mokotów,ul. Ludwika Narbutta,0,"40,56",1,kamienica,biuro nieruchomości
2 pokoje 46m2 na Bielanach,2 800,Bielany,,600,46,2,blok,biuro nieruchomości
"Kawalerka Muranów, po generalnym remoncie",2 850,Muranów,ul. Mordechaja Anielewicza,0,21,1,blok,prywatny
2 pokoje przy Parku Dreszera,2 800,Mokotów,ul. Ursynowska,0,"43,6",2,Zapytaj,biuro nieruchomości
"Zielony Ursynów - 2 pokoje, kuchnia, schowek",2 800,Ursynów,ul. rtm. Witolda Pileckiego,817,52,2,blok,biuro nieruchomości
Plac Narutowicza 92 m2 eleganckie biuro,5 000,Ochota,,1 000,92,3,kamienica,biuro nieruchomości
"Mieszkanie, 102 m², Warszawa",7 700,Mokotów,,0,102,4,blok,biuro nieruchomości
"Mieszkanie, 38 m², Warszawa",2 600,Ursus,,650,38,2,blok,biuro nieruchomości
Apartament na Powiślu tuż przy parku.,13 500,Powiśle,,500,105,3,apartamentowiec,biuro nieruchomości
Ekskluzywny apartament na Żoliborzu,15 000,Żoliborz,,1 500,130,3,apartamentowiec,biuro nieruchomości
"Wyjątkowa, niespotykana oferta na Starym Żoliborzu",15 900,Żoliborz,ul. Śmiała,0,190,4,blok,biuro nieruchomości
Wyjątkowy dwupoziomowy apartament na wyanajem,14 000,Śródmieście,ul. Hoża,0,100,3,kamienica,biuro nieruchomości
GARAŻ GRATIS * BEZ prowizji,3 800,Włochy,al. Aleje Jerozolimskie 216,0,32,1,apartamentowiec,biuro nieruchomości
"mieszkanie 2 pokojowe, 53 m2, garaż, nowe, Bemowo",3 500,Bemowo,,505,53,2,blok,prywatny
Przestronne 3 pokojowe mieszkanie Fort Bema,5 500,Bemowo,,1 100,88,3,apartamentowiec,prywatny
mieszkanie 3 pokoje (72m2) na Żoliborzu Art Eco,4 900,Żoliborz,,1,72,3,apartamentowiec,prywatny
"Ursynów, super lokalizacja , ochrona, widok",2 650,Ursynów,ul. rtm. Witolda Pileckiego,0,41,1,apartamentowiec,prywatny
Mieszkanie w kamienicy ul. Marymoncka blisko metra,2 900,Bielany,ul. Marymoncka,0,48,2,kamienica,biuro nieruchomości
Eleganckie 4 pokoje | Pole Mokotowskie | Metro,7 500,Mokotów,ul. Giordana Bruna,1 800,87,4,apartamentowiec,biuro nieruchomości
Luxury Apartment&Prestige Residence&Security 24/7,19 450,Dolny Mokotów,ul. Zbyszka Cybulskiego,0,"145,2",4,apartamentowiec,biuro nieruchomości
"Złota,metro Centrum",6 900,Śródmieście,,0,110,4,kamienica,biuro nieruchomości
"Jana Kazimierza, Wola, 60m2, piekne mieszkanie!",4 950,Odolany,ul. Jana Kazimierza,850,60,2,blok,prywatny
"Mieszkanie 2 pok., ul. Skarbka z Gór, umeblowane",2 700,Białołęka,,580,52,2,blok,prywatny
Mieszkanie 2 pokojowe Ursus ul. Dzieci Warszawy 27,2 600,Ursus,ul. Dzieci Warszawy 27C,650,"43,9",2,Zapytaj,prywatny
"ul. Opaczewska, 2 pokoje z balkonem",2 700,Szczęśliwice,ul. Opaczewska,0,37,2,blok,biuro nieruchomości
Ursynów|Belgradska|3pok 56m2|2min Metro Natolin,5 000,Ursynów,ul. Belgradzka,0,56,2,dom wolnostojący,biuro nieruchomości
"Czynsz W Cenie, Śródmieście Mieszkanie 75 M2,Garaż",5 600,Śródmieście,ul. Zygmunta Słomińskiego,0,75,2,Zapytaj,biuro nieruchomości
3 pokoje do wynajęcia na Białołęce,3 500,Białołęka,,0,58,3,blok,biuro nieruchomości
"Mieszkanie, 40 m², Warszawa",4 000,Śródmieście,ul. Sapieżyńska,0,40,1,kamienica,biuro nieruchomości
Mieszkanie - Warszawa Praga-Południe Grochów,5 000,Grochów,ul. Wiatraczna,0,49,2,Zapytaj,biuro nieruchomości
BEZ Prowizji * Kawalerka * Garaż GRATIS,3 800,Włochy,al. Aleje Jerozolimskie 216,0,32,1,apartamentowiec,biuro nieruchomości
Luksusowy 4 pokojowy apartament z ogromnym tarasem,11 500,Mokotów,ul. Jana Pawła Woronicza,0,113,4,apartamentowiec,biuro nieruchomości
"Wysoki standard, przytulne 2 pok dostępne od 01.04",3 200,Mokotów,ul. Cybernetyki,500,38,2,blok,biuro nieruchomości
Nowe/Eleganckie/garaż/od marca,3 500,Rakowiec,,0,40,2,blok,biuro nieruchomości
Śródmieście|Zyg. Słomińskiego|Dworzec Gdański|60m2,4 350,Śródmieście,ul. Zygmunta Słomińskiego,0,60,2,dom wolnostojący,biuro nieruchomości
"Dwa osobne pokoje obok metra, ul. Płocka",3 500,Wola,ul. Płocka,0,42,2,blok,biuro nieruchomości
Widok 3D//Wynajmę piękne 2 pokojowe ul. Giełdowa,3 800,Wola,ul. Giełdowa,600,45,2,Zapytaj,biuro nieruchomości
Apartament na Szczęśliwicach,6 000,Ochota,ul. Włodarzewska,960,59,3,apartamentowiec,biuro nieruchomości
Dwa pokoje Wilanów osobna kuchnia garaż!,2 900,Wilanów,al. Aleja Wilanowska 5,1 350,57,2,apartamentowiec,biuro nieruchomości
3 pokoje z garażem ul. Bukowińska//14 piętro,4 400,Mokotów,,1 100,77,3,Zapytaj,biuro nieruchomości
Śródmieście|Marszałkowska|Hoża|65m2 3 pok,5 500,Śródmieście,ul. Marszałkowska,0,65,3,kamienica,biuro nieruchomości
Lokal na biuro | Kino Femina | 6000zł brutto,6 000,Śródmieście,"al. Aleja ""Solidarności""",1 300,65,3,kamienica,biuro nieruchomości
Atrakcyjne 3pok/78m2/Metro Wierzbno/Piękny widok,6 000,Wierzbno,ul. Ksawerów,1 000,78,3,Zapytaj,biuro nieruchomości
Z dwoma tarasami na Ochocie.,4 450,Ochota,ul. Opaczewska,0,"80,5",2,Zapytaj,biuro nieruchomości
"Radna, elegancka kamienica",6 000,Śródmieście,ul. Radna,0,56,2,kamienica,biuro nieruchomości
"Mieszkanie, 28 m², Warszawa",2 000,Śródmieście,,0,28,2,kamienica,biuro nieruchomości
3 pokojowe mieszkanie Premium do wynajęcia!,6 900,Sadyba,ul. Nałęczowska,0,75,3,apartamentowiec,biuro nieruchomości
"4 pok. przy metrze Płocka, bliska Wola.",4 400,Czyste,,1 200,80,4,blok,biuro nieruchomości
"Przestronny apartament, ul. Polna, od marca",10 000,Śródmieście,ul. Polna,0,117,4,apartamentowiec,biuro nieruchomości
Kamienica przestronne 5 pokoi Al. Niepodległości,7 200,Ochota,al. Aleja Niepodległości,0,100,5,kamienica,biuro nieruchomości
Bezpośrednio - BAnderii 4 - WOLA - 50m2 - 2pokoje,3 500,Wola,ul. Banderii,600,50,2,blok,prywatny
Mieszkanie 73m2 Wilanów ul. F. Klimczaka,13 000,Wilanów,ul. Franciszka Klimczaka,1 200,73,3,blok,prywatny
Bezpośrednio mieszkanie po remoncie 62m Tarchomin,3 300,Tarchomin,,600,62,3,blok,prywatny
LUKSUSOWY apartament w Centrum,22 000,Śródmieście,ul. Złota,0,107,2,apartamentowiec,biuro nieruchomości
"Mieszkanie, 60 m², Warszawa",5 500,Śródmieście,ul. Pokorna,0,60,2,apartamentowiec,biuro nieruchomości
Wysoki standard na Powiślu,7 000,Śródmieście,,0,45,2,apartamentowiec,biuro nieruchomości
"Przytulne mieszkanie, 2 pokoje ul Czerska, Mokotów",3 500,Mokotów,ul. Czerska,800,53,2,blok,biuro nieruchomości
"Eko Park, ul. Biały Kamień, 4 pokoje, duży balkon",12 900,Mokotów,,0,110,4,apartamentowiec,biuro nieruchomości
Jasny i przestronny apartament na Sadybie,14 500,Sadyba,,0,164,4,szeregowiec,biuro nieruchomości
"3 pokoje z garażem, Środmieście",4 900,mazowieckie,,800,64,3,blok,biuro nieruchomości
3 pokojowe mieszkanie przy Ch Arkadia,4 500,Śródmieście Północne,ul. Inflancka,0,59,3,blok,biuro nieruchomości
"Nowe, 2-pokojowe mieszkanie na Kamionku",4 300,Kamionek,ul. Targowa,0,43,2,apartamentowiec,biuro nieruchomości
Penthouse na Miasteczku Wilanów z ogromnym tarasem,28 000,Wilanów,ul. Franciszka Klimczaka,0,210,4,apartamentowiec,biuro nieruchomości
Apartament W Cosmopolitan | 2 Bedroom | 160m2,35 000,Śródmieście,ul. Twarda,5 000,160,3,apartamentowiec,biuro nieruchomości
"Ursynów 126m2 6000,-PLN wynajmę",6 000,Ursynów,,1 000,126,3,dom wolnostojący,biuro nieruchomości
Mokotów | 4 pokoje | kominek | 2 garaże,11 000,Mokotów,ul. Leszczyny,"1 778,30","124,6",4,apartamentowiec,biuro nieruchomości
Praga-Południe|Żupnicza|40m2+balkon+parking,4 500,Praga-Południe,ul. Żupnicza,0,40,2,dom wolnostojący,biuro nieruchomości
Dom na zaciszu idealny do odpoczynku,9 900,Bielany,,0,168,6,Zapytaj,biuro nieruchomości
Trzypokojowe mieszkanie na Bielanach,4 900,Bielany,,600,72,3,blok,biuro nieruchomości
Mieszkanie - Warszawa Mokotów Górny,11 500,Górny Mokotów,ul. Jana Pawła Woronicza,0,113,4,Zapytaj,biuro nieruchomości
Mieszkanie - Warszawa Praga-Południe,4 300,Praga-Południe,ul. Wojciecha Chrzanowskiego,550,44,2,Zapytaj,biuro nieruchomości
Lokal użytkowy po Kancelarii Notarialnej wynajmę,7 000,Śródmieście,al. Aleje Jerozolimskie,600,60,2,blok,biuro nieruchomości
Nowoczesny Apartament Na Wilanowie Ogród Balkon,4 900,Wilanów,,400,100,2,dom wolnostojący,biuro nieruchomości
"Mieszkanie, 57,20 m², Warszawa",4 000,Centrum,,700,"57,2",2,kamienica,biuro nieruchomości
"NOWE studio w standardzie PREMIUM, Port Praski",3 500,Praga-Północ,ul. Stefana Okrzei,500,36,1,apartamentowiec,biuro nieruchomości
Piękne 3pokoje winda garaż Bemowo,4 999,Bemowo,ul. Obrońców Tobruku,1 100,88,3,blok,biuro nieruchomości
Mieszkanie 2- pokojowe obok metra Stadion Narodowy,3 500,Praga-Północ,ul. Sprzeczna,520,49,2,apartamentowiec,biuro nieruchomości
komfort | przestrzeń | pokoje z łazienkami | taras,14 000,Mokotów,,0,164,4,Zapytaj,biuro nieruchomości
Klimatyczne mieszkanie tuż przy Hali Koszyki,6 500,Śródmieście,,560,50,2,kamienica,biuro nieruchomości
Nad jeziorem Balaton | Klimatyzacja,3 000,Gocław,ul. kard. Aleksandra Kakowskiego,750,46,2,Zapytaj,biuro nieruchomości
"Wola ul. Banderii, 3 pok. 79,5 m garaż",5 600,Wola,ul. Banderii,650,"79,5",3,blok,biuro nieruchomości
"Wola ul. Banderii, 4 pok. 108 m garaż",7 600,Wola,ul. Banderii,1 200,108,4,blok,biuro nieruchomości
Kawalerka 30mkw | Balkon | blisko Metro,1 700,Bródno,,650,30,1,blok,biuro nieruchomości
4-pokojowe mieszkanie na Powiślu,9 500,Powiśle,ul. Leszczyńska,0,90,4,apartamentowiec,biuro nieruchomości
Mennica Residence_Nowe 2pok_garaż_Grzybowska,4 999,Śródmieście,ul. Grzybowska,700,43,2,apartamentowiec,biuro nieruchomości
2 sypialnie | umeblowane | premium | Powiśle,8 600,Powiśle,,0,83,3,Zapytaj,biuro nieruchomości
Mokotów I Obrzeżna I premium I 2x loggia I AC,7 500,Mokotów,ul. Obrzeżna,0,65,3,apartamentowiec,biuro nieruchomości
Powiśle I 3 sypialnie I parter I premium I AC,13 000,Śródmieście,ul. Leona Kruczkowskiego 4,0,110,4,apartamentowiec,biuro nieruchomości
Apartament na Woli w Inwestycji Art Deco,4 300,Wola,ul. Siedmiogrodzka,700,40,2,apartamentowiec,biuro nieruchomości
2 seperate rooms/2pok NIEPRZECHODNIE. Wola. Nowe.,2 800,Wola,ul. Marcina Kasprzaka,500,30,2,apartamentowiec,prywatny
"Mieszkanie bezpośrednio ul.Chmielna 35, balkon,",4 000,Śródmieście Północne,ul. Chmielna,0,"27,2",2,blok,prywatny
"3 pokoje (61 m2), Złota, ścisłe centrum (na biuro)",5 500,Wola,Złota 71/11,560,61,3,kamienica,prywatny
"Dwustronne, jasne w świetnej lokalizacji",2 600,Ursynów,ul. Stefana Szolc-Rogozińskiego,800,47,2,Zapytaj,biuro nieruchomości
Apartament typu studio z miejscem w garażu Wilanów,3 000,Wilanów,ul. Franciszka Klimczaka,900,45,2,Zapytaj,biuro nieruchomości
3 pokoje 500 M od Metra Wilanowska,2 800,Mokotów,ul. Stefana Bryły,800,51,3,blok,biuro nieruchomości
"2 Pokoje, Czysto, Cicho, Metro Obok!",2 300,Targówek,ul. Ludwika Kondratowicza,450,"37,5",2,Zapytaj,biuro nieruchomości
Zadbane dwupokojowe mieszkanie na Bielanach,3 500,Bielany,,0,53,2,blok,biuro nieruchomości
3-pokojowy apartament 103 m2 Mokotów-Służewiec,8 500,Służewiec,ul. Obrzeżna,0,"102,73",3,apartamentowiec,biuro nieruchomości
Mieszkanie na Bemowie,3 850,Bemowo,ul. Bogatyńska,0,"68,2",3,apartamentowiec,biuro nieruchomości
